Wavelength,Coastal Aerosol,Blue,Green,Red,NIR,Pan,Cirrus,SWIR1,SWIR2
1466,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.967E-05,0.000155516,3.62709E-05
1467,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.90279E-05,0.000157513,3.58602E-05
1468,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.83859E-05,0.00015951,3.54494E-05
1469,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.77438E-05,0.000161507,3.50387E-05
1470,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.71018E-05,0.000163504,3.46279E-05
1471,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.64598E-05,0.000165501,3.42171E-05
1472,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.58177E-05,0.000167497,3.38064E-05
1473,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.51757E-05,0.000169494,3.33956E-05
1474,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.43568E-05,0.000172384,3.27804E-05
1475,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.33623E-05,0.000177932,3.22476E-05
1476,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.24019E-05,0.00018524,3.20728E-05
1477,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.14414E-05,0.000192548,3.1898E-05
1478,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.0481E-05,0.000199856,3.17232E-05
1479,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.95205E-05,0.000207163,3.15484E-05
1480,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.85601E-05,0.000214471,3.13735E-05
1481,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.75996E-05,0.000221779,3.11987E-05
1482,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.66392E-05,0.000229087,3.10239E-05
1483,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.56787E-05,0.000236395,3.08491E-05
1484,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.47183E-05,0.000243703,3.06743E-05
1485,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.37579E-05,0.000251011,3.04995E-05
1486,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.27974E-05,0.000258318,3.03247E-05
1487,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.1837E-05,0.000265626,3.01499E-05
1488,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.08765E-05,0.000272934,2.99751E-05
1489,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.99161E-05,0.000280242,2.98003E-05
1490,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.89556E-05,0.00028755,2.96255E-05
1491,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.79952E-05,0.000294858,2.94506E-05
1492,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.70348E-05,0.000302166,2.92759E-05
1493,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.60743E-05,0.000309474,2.9101E-05
1494,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.51139E-05,0.000316781,2.89262E-05
1495,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.44536E-05,0.000333749,2.87483E-05
1496,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.41394E-05,0.000361759,2.85642E-05
1497,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.38252E-05,0.000389769,2.838E-05
1498,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.35109E-05,0.000417779,2.81958E-05
1499,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.31967E-05,0.00044579,2.80116E-05
1500,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.28824E-05,0.0004738,2.78275E-05
1501,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.25682E-05,0.00050181,2.76433E-05
1502,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.2254E-05,0.00052982,2.74591E-05
1503,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.19397E-05,0.000557831,2.7275E-05
1504,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.16255E-05,0.000585841,2.70908E-05
1505,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.13112E-05,0.000613851,2.69066E-05
1506,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.0997E-05,0.000641862,2.67224E-05
1507,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.06828E-05,0.000669872,2.65383E-05
1508,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.03685E-05,0.000697882,2.63541E-05
1509,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.00543E-05,0.000725892,2.61699E-05
1510,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.97401E-05,0.000753902,2.59858E-05
1511,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.94258E-05,0.000781913,2.58016E-05
1512,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.91033E-05,0.000834207,2.57755E-05
1513,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.8779E-05,0.000890718,2.57782E-05
1514,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.83804E-05,0.000957853,2.57781E-05
1515,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.82589E-05,0.001032525,2.58721E-05
1516,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.83583E-05,0.001119423,2.62157E-05
1517,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.84771E-05,0.001214688,2.66036E-05
1518,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.85741E-05,0.00132353,2.68529E-05
1519,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.86054E-05,0.001449911,2.69752E-05
1520,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.86761E-05,0.001586258,2.72168E-05
1521,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.88425E-05,0.001740231,2.77184E-05
1522,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.92326E-05,0.001929729,2.8213E-05
1523,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.96837E-05,0.0021289,2.87076E-05
1524,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.00896E-05,0.002335369,2.92148E-05
1525,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.01918E-05,0.002586934,2.97664E-05
1526,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.02157E-05,0.002880873,3.0098E-05
1527,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.02035E-05,0.003195944,3.03227E-05
1528,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.02947E-05,0.003563365,3.06382E-05
1529,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.04633E-05,0.003971135,3.10217E-05
1530,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.06089E-05,0.004436109,3.1315E-05
1531,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.072E-05,0.00498465,3.14749E-05
1532,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.08381E-05,0.005547936,3.16241E-05
1533,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.10183E-05,0.006270238,3.1659E-05
1534,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.12117E-05,0.007017008,3.17088E-05
1535,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.15238E-05,0.007943602,3.18888E-05
1536,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.1883E-05,0.008820819,3.21402E-05
1537,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.23183E-05,0.009613032,3.251E-05
1538,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.27537E-05,0.010669716,3.28619E-05
1539,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.31959E-05,0.012125579,3.31961E-05
1540,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.3717E-05,0.013688329,3.35973E-05
1541,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.45763E-05,0.015704572,3.43111E-05
1542,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.54683E-05,0.017799117,3.50531E-05
1543,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.66381E-05,0.020586487,3.60468E-05
1544,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.78492E-05,0.02344059,3.7068E-05
1545,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.95754E-05,0.027116597,3.84296E-05
1546,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.13015E-05,0.03079259,3.97912E-05
1547,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.34982E-05,0.035988696,4.14969E-05
1548,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.58793E-05,0.041631442,4.33332E-05
1549,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.88465E-05,0.048809186,4.5672E-05
1550,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.22581E-05,0.057152901,4.83879E-05
1551,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.64689E-05,0.066805892,5.1646E-05
1552,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.13247E-05,0.077519678,5.53447E-05
1553,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.65342E-05,0.089224935,5.93051E-05
1554,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.31939E-05,0.105001122,6.4333E-05
1555,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.0848E-05,0.123139933,6.99927E-05
1556,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.92776E-05,0.143061787,7.6148E-05
1557,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.91405E-05,0.167790562,8.34271E-05
1558,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.96741E-05,0.194806248,9.12358E-05
1559,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.00011217,0.227763429,0.000100285
1560,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000125097,0.262033463,0.000109606
1561,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000140485,0.301169515,0.000120522
1562,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000156031,0.340636313,0.00013154
1563,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000173151,0.389863551,0.000143566
1564,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000190384,0.440482378,0.000155634
1565,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000208054,0.496855438,0.000167846
1566,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.00022567,0.551597416,0.000179954
1567,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000243209,0.603980958,0.000191927
1568,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.00026003,0.653953493,0.00020333
1569,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000276257,0.701878667,0.000214265
1570,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000290807,0.74558872,0.000224086
1571,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000304551,0.787250817,0.000233373
1572,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000315676,0.819532156,0.000240839
1573,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000326532,0.850834429,0.000248118
1574,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000334752,0.872689426,0.000253498
1575,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000342432,0.892914772,0.000258524
1576,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000348158,0.907039344,0.000262275
1577,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000353208,0.919645548,0.000265585
1578,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000357005,0.929416478,0.00026807
1579,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000359996,0.936508119,0.00027002
1580,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000362199,0.940991819,0.000271448
1581,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000363845,0.944030702,0.000272565
1582,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000365054,0.945944965,0.000273436
1583,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000365964,0.947621644,0.000274215
1584,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000366547,0.949015439,0.000274884
1585,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000366983,0.94973886,0.000275556
1586,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000367279,0.949790239,0.000276239
1587,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000367455,0.949801862,0.000276846
1588,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000367504,0.949772716,0.000277369
1589,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000368197,0.949610114,0.000278518
1590,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000369589,0.94929266,0.000280347
1591,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000371063,0.949077666,0.000282228
1592,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000372741,0.949128151,0.000284245
1593,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000374499,0.949369311,0.000286424
1594,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000376334,0.949816644,0.000288758
1595,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000378035,0.94989109,0.000290972
1596,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000380086,0.951235533,0.00029325
1597,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000382831,0.951565564,0.000295975
1598,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.00038593,0.952630997,0.000298927
1599,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000388149,0.954143763,0.00030104
1600,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000388672,0.955595016,0.000301665
1601,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000389739,0.95587045,0.000302709
1602,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000390758,0.95723778,0.000303727
1603,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000391776,0.958615124,0.000304745
1604,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.00039241,0.957053244,0.000305387
1605,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000392966,0.959239125,0.000305882
1606,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000392528,0.960138619,0.000305796
1607,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000391895,0.960745513,0.000305598
1608,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000391112,0.961099327,0.000305274
1609,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000390268,0.961365223,0.000304892
1610,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000389231,0.961409986,0.000304178
1611,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000388052,0.96129179,0.000303215
1612,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000387014,0.961416364,0.000302156
1613,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000386328,0.962154865,0.00030089
1614,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000385642,0.96289289,0.000299624
1615,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000384833,0.964099944,0.000297917
1616,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000384,0.96540159,0.000296122
1617,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000383516,0.966717005,0.00029451
1618,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000383541,0.968060255,0.000293161
1619,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000383593,0.969378173,0.000291833
1620,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000384025,0.970411837,0.000290791
1621,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000384137,0.972438693,0.000289794
1622,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.00038399,0.9743433,0.000288731
1623,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000383685,0.976015985,0.000287585
1624,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000383432,0.977729619,0.000286584
1625,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000383415,0.979683578,0.000286301
1626,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000383398,0.981637836,0.000286018
1627,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000382824,0.983007193,0.000285751
1628,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000382116,0.985379875,0.000285602
1629,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000381446,0.987109125,0.000285594
1630,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000380853,0.98812747,0.000285818
1631,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000380328,0.991281748,0.000286227
1632,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000379998,0.993586004,0.000287109
1633,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.00037976,0.995497942,0.000288223
1634,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000379481,0.997286439,0.000289401
1635,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000379032,0.998643339,0.000290817
1636,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000378583,1,0.000292232
1637,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000377686,0.998632073,0.000294331
1638,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000376732,0.996954381,0.000296503
1639,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000373914,0.992035449,0.000298003
1640,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000369925,0.985086381,0.000299085
1641,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000365003,0.975880325,0.000299891
1642,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000357621,0.960662544,0.000300011
1643,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000348376,0.937996686,0.00029954
1644,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000335747,0.900645256,0.000297908
1645,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000322551,0.860842764,0.000296074
1646,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000307194,0.813669503,0.000295005
1647,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000289821,0.759715438,0.000294628
1648,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000271726,0.703183293,0.000295466
1649,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000252098,0.641243577,0.000298798
1650,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000232228,0.577698648,0.000301214
1651,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000211976,0.51069057,0.000301157
1652,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000192145,0.450427413,0.000323076
1653,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000172445,0.390661597,0.000342181
1654,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000154312,0.336858332,0.000330445
1655,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000136814,0.286289155,0.000307561
1656,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000121174,0.245235324,0.000251607
1657,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000106444,0.207205623,0.000205002
1658,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.37193E-05,0.175844714,0.000179092
1659,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.20827E-05,0.147933513,0.000153313
1660,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.23572E-05,0.126104653,0.000127698
1661,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.34903E-05,0.10578151,0.000105677
1662,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.62861E-05,0.088361859,9.06289E-05
1663,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.01266E-05,0.073940188,7.86141E-05
1664,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.5036E-05,0.062597111,6.96945E-05
1665,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.05855E-05,0.052618031,6.22102E-05
1666,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.69688E-05,0.044401847,5.65678E-05
1667,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.3784E-05,0.037295502,5.17227E-05
1668,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.12015E-05,0.031738155,4.79782E-05
1669,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.88551E-05,0.026709203,4.46907E-05
1670,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.69489E-05,0.022697132,4.22858E-05
1671,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.53667E-05,0.019245196,4.0384E-05
1672,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.41752E-05,0.016455557,3.90886E-05
1673,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.30987E-05,0.013976776,3.7888E-05
1674,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.21954E-05,0.011950651,3.68207E-05
1675,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.14235E-05,0.010453207,3.59495E-05
1676,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.07725E-05,0.009430502,3.52565E-05
1677,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.02517E-05,0.008341162,3.47177E-05
1678,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.98447E-05,0.007193499,3.43146E-05
1679,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.95808E-05,0.006183042,3.39272E-05
